진료과,순위,상명코드,상병명,건수,지역,년도
종합검진,2,Z00,호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사,1,대구,2021
종합검진,3,K29,위염 및 십이지장염,1,대구,2021
치과,1,K08,치아 및 지지구조의 기타 장애,8964,대구,2021
치과,2,K05,치은염(잇몸염)및 치주 질환,6765,대구,2021
치과,3,K04,치수 및 치근단주위조직의 질환,4077,대구,2021
치과,4,K02,치아우식증,3716,대구,2021
치과,5,K03,치아경조직의 기타 질환,1412,대구,2021
치과,6,S02,머리뼈 및 얼굴뼈의 골절,612,대구,2021
치과,7,K07,치아얼굴이상[부정교합포함],276,대구,2021
치과,8,K12,입안염 및 관련 병터,102,대구,2021
치과,9,K06,치은(잇몸) 및 무치성 치조융선(이틀융기)의 기타 장애,61,대구,2021
치과,10,K10,턱의 기타 질환,36,대구,2021
치과,11,K01,매몰치 및 매복치,25,대구,2021
치과,12,F45,신체형장애,21,대구,2021
치과,13,K13,입술 및 구강점막의 기타 질환,16,대구,2021
치과,14,Z97,기타 장치의 존재,12,대구,2021
치과,15,M86,골수염,8,대구,2021
치과,16,T14,상세불명의 신체부위의 손상,6,대구,2021
치과,17,G50,삼차신경의 장애,5,대구,2021
치과,18,R19,소화기계통 및 복부에 침습한 기타 증상 및 징후,5,대구,2021
치과,19,C08,기타 및 상세불명의 주타액선의 악성 신생물,4,대구,2021
치과,20,S01,머리의 열린상처,2,대구,2021
피부과,1,B35,피부사상균증,4916,대구,2021
피부과,2,L29,소양증,3668,대구,2021
피부과,3,L21,지루피부염,1918,대구,2021
피부과,4,L23,앨러지성 접촉피부염,1668,대구,2021
피부과,5,L24,자극성 접촉피부염,1567,대구,2021
피부과,6,B02,대상포진,1256,대구,2021
피부과,7,L40,건선,439,대구,2021
피부과,8,L85,기타 표피의 비후,422,대구,2021
피부과,9,L84,티눈 및 굳은살,416,대구,2021
피부과,10,L28,만성 단순태선 및 양진,405,대구,2021
피부과,11,L30,기타 피부염,347,대구,2021
피부과,12,D21,결합조직 및 기타 연조직의 기타 양성 신생물,305,대구,2021
피부과,13,L80,백반증,290,대구,2021
피부과,14,L50,두드러기,286,대구,2021
피부과,15,B00,헤르페스바이러스[단순헤르페스] 감염,283,대구,2021
피부과,16,L27,내부로 섭취된 물질에 의한 피부염,258,대구,2021
피부과,17,L03,혈액 및 조혈기관의 질환과 면역기전을 침범한 특정 장애,215,대구,2021
피부과,18,L63,원형 탈모증,197,대구,2021
피부과,19,G53,달리 분류된 질환에서의 뇌신경장애,185,대구,2021
피부과,20,L73,기타 모낭장애,152,대구,2021
핵의학과,1,E03,기타 갑상선기능저하증,2683,대구,2021
핵의학과,2,E04,기타 비중독성 갑상선종,1251,대구,2021
핵의학과,3,E89,달리 분류되지 않은 처치후의 내분비및 대사장애,336,대구,2021
핵의학과,4,E06,갑상선염,130,대구,2021
핵의학과,5,E05,갑상선독증[갑상선기능항진증],124,대구,2021
핵의학과,6,E07,갑상선의 기타 장애,62,대구,2021
핵의학과,7,C73,갑상선의 악성 신생물,35,대구,2021
핵의학과,8,U07,U07의 응급사용,28,대구,2021
핵의학과,9,R53,병감 및 피로,6,대구,2021
핵의학과,10,E83,무기질대사장애,4,대구,2021
핵의학과,11,D44,내분비선의 행동양식 불명 또는 미상의 신생물,4,대구,2021
핵의학과,12,E23,뇌하수체의 기능저하증 및 기타 장애,3,대구,2021
핵의학과,13,E78,지질단백질대사장애 및 기타 지질증,3,대구,2021
핵의학과,14,H81,전정기능의 장애,2,대구,2021
핵의학과,15,F48,기타 신경성 장애,2,대구,2021
핵의학과,16,D35,기타 및 상세불명의 내분비선의 양성 신생물,2,대구,2021
핵의학과,17,E21,부갑상선기능항진증 및 부갑상선의 기타장애,2,대구,2021
핵의학과,18,R59,림프절비대,1,대구,2021
핵의학과,19,L04,"내분비, 영양 및 대사 질환",1,대구,2021
핵의학과,20,K29,위염 및 십이지장염,1,대구,2021
가정의학과,1,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,3263,대구,2022
가정의학과,2,J00,급성 코인두염[감기],410,대구,2022
가정의학과,3,I10,본태성(일차성)고혈압,267,대구,2022
가정의학과,4,F00,알츠하이머병에서의 치매(G30.-+),239,대구,2022
가정의학과,5,K29,위염 및 십이지장염,228,대구,2022
가정의학과,6,K21,위-식도역류병,195,대구,2022
가정의학과,7,C34,기관지 및 폐의 악성 신생물,191,대구,2022
가정의학과,8,F03,상세불명의 치매,181,대구,2022
가정의학과,9,Z00,호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사,174,대구,2022
가정의학과,10,E11,인슐린-비의존 당뇨병,136,대구,2022
가정의학과,11,C25,췌장의 악성신생물,108,대구,2022
가정의학과,12,C18,결장의 악성 신생물,93,대구,2022
가정의학과,13,D24,유방의 양성 신생물,88,대구,2022
가정의학과,14,T65,기타 및 상세불명 물질의 중독작용,85,대구,2022
가정의학과,15,E78,지질단백질대사장애 및 기타 지질증,83,대구,2022
가정의학과,16,C16,위의 악성 신생물,72,대구,2022
가정의학과,17,R94,기능검사의 이상결과,68,대구,2022
가정의학과,18,R53,병감 및 피로,63,대구,2022
가정의학과,19,C22,간 및 간내담관의 악성 신생물,54,대구,2022
가정의학과,20,C10,입인두의 악성신생물,53,대구,2022
감염내과,1,U07,U07의 응급사용,10870,대구,2022
감염내과,2,Z11,감염성 및 기생충성 질환에 대한 특수선별검사,4212,대구,2022
감염내과,3,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,522,대구,2022
감염내과,4,Z10,한정된 소인구집단에 대한 정례적인 일반 건강점검,172,대구,2022
감염내과,5,R50,원인 미상의 열,38,대구,2022
감염내과,6,Z24,특정한 단일 바이러스질환에 대한 예방접종의 필요,33,대구,2022
감염내과,7,R05,기침,24,대구,2022
감염내과,8,T14,상세불명의 신체부위의 손상,24,대구,2022
감염내과,9,Z22,감염성 질환의 보균자,23,대구,2022
감염내과,10,A15,세균학적 및 조직학적으로 확인된 호흡기결핵,20,대구,2022
감염내과,11,N39,비뇨기계통의 기타 장애,18,대구,2022
감염내과,12,J44,기타 만성 폐쇄성 폐질환,16,대구,2022
감염내과,13,R91,폐의 진단적 영상상 이상소견,13,대구,2022
감염내과,14,L03,혈액 및 조혈기관의 질환과 면역기전을 침범한 특정 장애,11,대구,2022
감염내과,15,J06,다발성 및 상세불명 부위의 급성 상기도감염,8,대구,2022
감염내과,16,E11,인슐린-비의존 당뇨병,6,대구,2022
감염내과,17,M79,달리 분류되지 않은 기타 연조직장애,6,대구,2022
감염내과,18,E55,비타민D결핍,5,대구,2022
감염내과,19,R09,순환기계통 및 호흡기계통을 침습한 기타 증상 및 징후,5,대구,2022
감염내과,20,J40,급성인지 만성인지 명시되지 않은 기관지염,4,대구,2022
내과,1,U07,U07의 응급사용,8542,대구,2022
내과,2,B34,상세불명 부위의 바이러스감염,19,대구,2022
내과,3,J00,급성 코인두염[감기],10,대구,2022
내과,4,E11,인슐린-비의존 당뇨병,8,대구,2022
내과,5,I71,대동맥류 및 박리,6,대구,2022
내과,6,A08,바이러스성 및 기타 명시된 장감염,6,대구,2022
내과,7,I48,심방세동 및 조동,5,대구,2022
내과,8,J20,급성 기관지염,4,대구,2022
내과,9,K29,위염 및 십이지장염,2,대구,2022
내과,10,J40,급성인지 만성인지 명시되지 않은 기관지염,1,대구,2022
내과,11,D64,기타 빈혈,1,대구,2022
내분비내과,1,E11,인슐린-비의존 당뇨병,10732,대구,2022
내분비내과,2,I10,본태성(일차성)고혈압,1516,대구,2022
내분비내과,3,E78,지질단백질대사장애 및 기타 지질증,998,대구,2022
내분비내과,4,E03,기타 갑상선기능저하증,558,대구,2022
내분비내과,5,R73,혈당치상승,302,대구,2022
내분비내과,6,J44,기타 만성 폐쇄성 폐질환,250,대구,2022
내분비내과,7,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,185,대구,2022
내분비내과,8,E05,갑상선독증[갑상선기능항진증],180,대구,2022
내분비내과,9,D35,기타 및 상세불명의 내분비선의 양성 신생물,172,대구,2022
내분비내과,10,Z00,호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사,146,대구,2022
내분비내과,11,J45,천식,124,대구,2022
내분비내과,12,J98,기타 호흡장애,122,대구,2022
내분비내과,13,U07,U07의 응급사용,101,대구,2022
내분비내과,14,E07,갑상선의 기타 장애,97,대구,2022
내분비내과,15,M81,병적골절이 없는 골다공증,95,대구,2022
내분비내과,16,E04,기타 비중독성 갑상선종,66,대구,2022
내분비내과,17,N18,만성 콩팥(신장)기능상실,64,대구,2022
내분비내과,18,E02,준임상적인 요오드결핍 갑상샘 기능저하증,58,대구,2022
내분비내과,19,R53,병감 및 피로,52,대구,2022
내분비내과,20,J40,급성인지 만성인지 명시되지 않은 기관지염,50,대구,2022
마취통증의학과,1,M48,기타 척추병증,895,대구,2022
마취통증의학과,2,M51,기타 추간판장애,697,대구,2022
마취통증의학과,3,S43,"팔이음뼈의 관절 및 인대의 탈구, 염좌 및 긴장",261,대구,2022
마취통증의학과,4,M54,배통,221,대구,2022
마취통증의학과,5,M50,목뼈원판 장애,188,대구,2022
마취통증의학과,6,M75,어깨병변,132,대구,2022
마취통증의학과,7,M17,윤충증,112,대구,2022
마취통증의학과,8,M79,달리 분류되지 않은 기타 연조직장애,47,대구,2022
마취통증의학과,9,G53,달리 분류된 질환에서의 뇌신경장애,39,대구,2022
마취통증의학과,10,H91,기타 청력소실,18,대구,2022
마취통증의학과,11,G44,기타 두통증후군,18,대구,2022
마취통증의학과,12,B00,헤르페스바이러스[단순헤르페스] 감염,12,대구,2022
마취통증의학과,13,M77,기타 골부착부병증,7,대구,2022
마취통증의학과,14,B02,대상포진,4,대구,2022
비뇨의학과,1,N40,전립선증식증,29414,대구,2022
비뇨의학과,2,C61,전립선의 악성 신생물,4926,대구,2022
비뇨의학과,3,N31,달리 분류되지 않은 방광의 신경근육기능장애,2079,대구,2022
비뇨의학과,4,N39,비뇨기계통의 기타 장애,822,대구,2022
비뇨의학과,5,C67,방광의 악성 신생물,703,대구,2022
비뇨의학과,6,R31,상세불명의 혈뇨,532,대구,2022
비뇨의학과,7,N20,콩팥(신장)및 요관의 결석,442,대구,2022
비뇨의학과,8,R35,다뇨증,390,대구,2022
비뇨의학과,9,N30,방광염,369,대구,2022
비뇨의학과,10,N32,방광의 기타 장애,316,대구,2022
비뇨의학과,11,N35,요도협착,236,대구,2022
비뇨의학과,12,N45,고환염 및 부고환염,148,대구,2022
비뇨의학과,13,N28,달리 분류되지 않은 콩팥(신장)및 요관의 기타 장애,136,대구,2022
비뇨의학과,14,N43,음낭수종 및 정액류,128,대구,2022
비뇨의학과,15,C64,콩팥깔때기를  제외한 콩팥(신장)의 악성 신생물,128,대구,2022
비뇨의학과,16,N41,전립선의 염증성 질환,124,대구,2022
비뇨의학과,17,Q61,낭성 콩팥(신장)병,120,대구,2022
비뇨의학과,18,N48,음경의 기타 장애,91,대구,2022
비뇨의학과,19,N21,하부요로의 결석,66,대구,2022
비뇨의학과,20,F52,기질적 장애나 질병에 의하지 않은 성기능 이상,63,대구,2022
산부인과,1,M81,병적골절이 없는 골다공증,1938,대구,2022
산부인과,2,U07,U07의 응급사용,1426,대구,2022
산부인과,3,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,713,대구,2022
산부인과,4,T97,출처가 주로 비의약품인 물질의 독성효과의 후유증,588,대구,2022
산부인과,5,N95,폐경기 및 기타 폐경기전후 장애,563,대구,2022
산부인과,6,Z11,감염성 및 기생충성 질환에 대한 특수선별검사,484,대구,2022
산부인과,7,N64,유방의 기타 장애,172,대구,2022
산부인과,8,E11,인슐린-비의존 당뇨병,99,대구,2022
산부인과,9,N30,방광염,89,대구,2022
산부인과,10,D25,자궁의 평활근종,83,대구,2022
산부인과,11,N76,질 및 외음부의 기타 염증,57,대구,2022
산부인과,12,N94,여성생식기관 및 월경주기와 관련된 통증 및 기타 병태,43,대구,2022
산부인과,13,N83,난소. 난관 및 광 인대의 비염증성 장애,40,대구,2022
산부인과,14,Z01,호소증상 또는 보고된 진단명이 없는 사람의 기타 특수 검사 및 조사,36,대구,2022
산부인과,15,I10,본태성(일차성)고혈압,26,대구,2022
산부인과,16,N71,자궁목을 제외한 자궁의 염증성 질환,22,대구,2022
산부인과,17,N32,방광의 기타 장애,19,대구,2022
산부인과,18,R82,요의 기타 이상소견,15,대구,2022
산부인과,19,N81,여성생식기탈출,9,대구,2022
산부인과,20,N31,달리 분류되지 않은 방광의 신경근육기능장애,8,대구,2022
소아청소년과,1,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,420,대구,2022
소아청소년과,2,E30,달리 분류되지 않은 사춘기의 장애,213,대구,2022
소아청소년과,3,J30,혈관운동성 및 앨러지성 비염,111,대구,2022
소아청소년과,4,Z02,행정적 목적을 위한 검사,86,대구,2022
소아청소년과,5,J20,급성 기관지염,85,대구,2022
소아청소년과,6,E66,비만,39,대구,2022
소아청소년과,7,A09,감염성 및 상세불명 기원의 기타 위장염 및 대장염,32,대구,2022
소아청소년과,8,K59,기타 기능적 창자 장애,31,대구,2022
소아청소년과,9,J00,급성 코인두염[감기],27,대구,2022
소아청소년과,10,D50,철결핍성 빈혈,16,대구,2022
소아청소년과,11,E34,기타 내분비장애,14,대구,2022
소아청소년과,12,J18,상세불명 병원체의 폐렴,11,대구,2022
소아청소년과,13,D64,기타 빈혈,11,대구,2022
소아청소년과,14,I88,비특정 림프절염,9,대구,2022
소아청소년과,15,J02,급성 인두염,8,대구,2022
소아청소년과,16,J45,천식,7,대구,2022
소아청소년과,17,L20,질병이환 및 사망의 외인,7,대구,2022
소아청소년과,18,R10,복부 및 골반통증,7,대구,2022
소아청소년과,19,R62,기대되는 정상 생리학적 발달의 결여,6,대구,2022
소아청소년과,20,K76,간의 기타 질환,5,대구,2022
소화기내과,1,K21,위-식도역류병,5361,대구,2022
소화기내과,2,E11,인슐린-비의존 당뇨병,5351,대구,2022
소화기내과,3,I10,본태성(일차성)고혈압,5109,대구,2022
소화기내과,4,K59,기타 기능적 창자 장애,2147,대구,2022
소화기내과,5,K30,소화불량,1682,대구,2022
소화기내과,6,K63,창자의 기타 질환,1668,대구,2022
소화기내과,7,E78,지질단백질대사장애 및 기타 지질증,1620,대구,2022
소화기내과,8,J44,기타 만성 폐쇄성 폐질환,1555,대구,2022
소화기내과,9,B18,만성 바이러스간염,1374,대구,2022
소화기내과,10,K29,위염 및 십이지장염,969,대구,2022
소화기내과,11,K58,자극성 장증후군,955,대구,2022
소화기내과,12,U07,U07의 응급사용,900,대구,2022
소화기내과,13,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,850,대구,2022
