연령대,순위,상병코드,상병명,건수,지역,년도
59세 이하,11,Z00,호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사,316,인천,2023
59세 이하,12,M51,기타 추간판장애,294,인천,2023
59세 이하,13,N31,달리 분류되지 않은 방광의 신경근육기능장애,274,인천,2023
59세 이하,14,G71,근육의 일차성 장애,220,인천,2023
59세 이하,15,E78,지질단백질대사장애 및 기타 지질증,201,인천,2023
59세 이하,16,S13,"목부위의 관절 및 인대의 탈구, 염좌 및 긴장",197,인천,2023
59세 이하,17,S06,머리내 손상,173,인천,2023
59세 이하,18,B35,피부사상균증,168,인천,2023
59세 이하,19,N40,전립선증식증,166,인천,2023
59세 이하,20,H04,눈물기관의 장애,146,인천,2023
60대,1,M54,배통,1660,인천,2023
60대,2,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,1614,인천,2023
60대,3,I10,본태성(일차성)고혈압,1226,인천,2023
60대,4,M75,어깨병변,1110,인천,2023
60대,5,N40,전립선증식증,1068,인천,2023
60대,6,E11,인슐린-비의존 당뇨병,826,인천,2023
60대,7,M17,윤충증,817,인천,2023
60대,8,K05,치은염(잇몸염)및 치주 질환,564,인천,2023
60대,9,I63,뇌경색증,530,인천,2023
60대,10,E78,지질단백질대사장애 및 기타 지질증,363,인천,2023
60대,11,J40,"급성인지 만성인지 명시되지 않은 기관지염, 알레르기 NOS(J45.0-), 호흡기 감염 NOS",343,인천,2023
60대,12,M51,기타 추간판장애,309,인천,2023
60대,13,M50,목뼈원판 장애,291,인천,2023
60대,14,M48,기타 척추병증,283,인천,2023
60대,15,B35,피부사상균증,269,인천,2023
60대,16,M81,병적골절이 없는 골다공증,230,인천,2023
60대,17,G81,편마비,225,인천,2023
60대,18,H04,눈물기관의 장애,224,인천,2023
60대,19,S73,"엉덩관절의 관절 및 인대의 탈구, 염좌 및 긴장",209,인천,2023
60대,20,K29,위염 및 십이지장염,208,인천,2023
70대,1,N40,전립선증식증,11430,인천,2023
70대,2,M54,배통,7410,인천,2023
70대,3,I10,본태성(일차성)고혈압,5612,인천,2023
70대,4,E11,인슐린-비의존 당뇨병,4351,인천,2023
70대,5,M17,윤충증,4184,인천,2023
70대,6,M75,어깨병변,3713,인천,2023
70대,7,K05,치은염(잇몸염)및 치주 질환,3277,인천,2023
70대,8,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,3175,인천,2023
70대,9,M48,기타 척추병증,3004,인천,2023
70대,10,J40,"급성인지 만성인지 명시되지 않은 기관지염, 알레르기 NOS(J45.0-), 호흡기 감염 NOS",2053,인천,2023
70대,11,M50,목뼈원판 장애,1880,인천,2023
70대,12,H25,노인성 백내장,1869,인천,2023
70대,13,B35,피부사상균증,1567,인천,2023
70대,14,H90,전음성 및 감각신경성 청력소실,1397,인천,2023
70대,15,L23,알레르기성 접촉피부염. 제외: 외이의 습진(H60.5) (Eczema of external ear),1378,인천,2023
70대,16,G81,편마비,1352,인천,2023
70대,17,K04,치수 및 치근단주위조직의 질환,1294,인천,2023
70대,18,H04,눈물기관의 장애,1277,인천,2023
70대,19,M19,"연기, 불 및 화염에 노출",1171,인천,2023
70대,20,I63,뇌경색증,1155,인천,2023
80대,1,N40,전립선증식증,4315,인천,2023
80대,2,M54,배통,2515,인천,2023
80대,3,I10,본태성(일차성)고혈압,2068,인천,2023
80대,4,E11,인슐린-비의존 당뇨병,1461,인천,2023
80대,5,M17,윤충증,1438,인천,2023
80대,6,M48,기타 척추병증,1127,인천,2023
80대,7,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,1022,인천,2023
80대,8,K05,치은염(잇몸염)및 치주 질환,999,인천,2023
80대,9,M75,어깨병변,989,인천,2023
80대,10,I63,뇌경색증,907,인천,2023
80대,11,J40,"급성인지 만성인지 명시되지 않은 기관지염, 알레르기 NOS(J45.0-), 호흡기 감염 NOS",788,인천,2023
80대,12,F00,알츠하이머병에서의 치매(G30.-+),678,인천,2023
80대,13,H90,전음성 및 감각신경성 청력소실,628,인천,2023
80대,14,M50,목뼈원판 장애,516,인천,2023
80대,15,B35,피부사상균증,492,인천,2023
80대,16,G81,편마비,491,인천,2023
80대,17,H25,노인성 백내장,449,인천,2023
80대,18,L23,알레르기성 접촉피부염. 제외: 외이의 습진(H60.5) (Eczema of external ear),448,인천,2023
80대,19,M19,"연기, 불 및 화염에 노출",445,인천,2023
80대,20,H04,눈물기관의 장애,444,인천,2023
90세 이상,1,N40,전립선증식증,1572,인천,2023
90세 이상,2,M54,배통,880,인천,2023
90세 이상,3,I10,본태성(일차성)고혈압,840,인천,2023
90세 이상,4,F00,알츠하이머병에서의 치매(G30.-+),432,인천,2023
90세 이상,5,E11,인슐린-비의존 당뇨병,395,인천,2023
90세 이상,6,M51,기타 추간판장애,376,인천,2023
90세 이상,7,K05,치은염(잇몸염)및 치주 질환,348,인천,2023
90세 이상,8,M75,어깨병변,337,인천,2023
90세 이상,9,M48,기타 척추병증,323,인천,2023
90세 이상,10,I63,뇌경색증,260,인천,2023
90세 이상,11,J40,"급성인지 만성인지 명시되지 않은 기관지염, 알레르기 NOS(J45.0-), 호흡기 감염 NOS",237,인천,2023
90세 이상,12,N31,달리 분류되지 않은 방광의 신경근육기능장애,198,인천,2023
90세 이상,13,R26,보행과 이동의 이상,197,인천,2023
90세 이상,14,H90,전음성 및 감각신경성 청력소실,196,인천,2023
90세 이상,15,M17,윤충증,182,인천,2023
90세 이상,16,H04,눈물기관의 장애,170,인천,2023
90세 이상,17,M19,"연기, 불 및 화염에 노출",162,인천,2023
90세 이상,18,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,151,인천,2023
90세 이상,19,C61,전립선의 악성 신생물,148,인천,2023
90세 이상,20,K59,기타 기능적 창자 장애,144,인천,2023
