년도,지역,순위,질병코드,상병명,실인원,진료과
2021,광주,20,C15,식도의 악성 신생물,1,혈액종양내과
2021,광주,20,C90,다발골수종 및 악성 형질세포신생물,1,혈액종양내과
2021,광주,20,R53,병감 및 피로,1,혈액종양내과
2021,광주,20,C08,기타 및 상세불명의 주침샘의 악성 신생물,1,혈액종양내과
2021,광주,20,N28,달리 분류되지 않은 신장 및 요관의 기타 장애,1,혈액종양내과
2021,광주,20,C80,부위의 명시가 없는 악성 신생물,1,혈액종양내과
2021,광주,20,C02,혀의 기타 및 상세불명 부분의 악성 신생물,1,혈액종양내과
2021,광주,1,U07,U07의 응급사용,202,호흡기내과
2021,광주,2,J18,상세불명 병원체의 폐렴,105,호흡기내과
2021,광주,3,J44,기타 만성 폐쇄성 폐질환,87,호흡기내과
2021,광주,4,J69,고체 및 액체에 의한 폐렴,61,호흡기내과
2021,광주,5,C34,기관지 및 폐의 악성 신생물,36,호흡기내과
2021,광주,6,J84,기타 간질성 폐질환,20,호흡기내과
2021,광주,7,A16,세균학적으로나 조직학적으로 확인되지 않은 호흡기결핵,9,호흡기내과
2021,광주,7,J15,달리 분류되지 않은 세균성 폐렴,9,호흡기내과
2021,광주,7,J45,천식,9,호흡기내과
2021,광주,7,A15,세균학적 및 조직학적으로 확인된 호흡기결핵,9,호흡기내과
2021,광주,7,J90,달리 분류되지 않은 흉막삼출액,9,호흡기내과
2021,광주,12,J40,급성인지 만성인지 명시되지 않은 기관지염,8,호흡기내과
2021,광주,13,J98,기타 호흡장애,5,호흡기내과
2021,광주,14,A31,기타 형태의 마이코박테리아에 의한 감염,4,호흡기내과
2021,광주,14,A41,기타 패혈증,4,호흡기내과
2021,광주,14,C78,호흡 및 소화기관의 이차성 악성 신생물,4,호흡기내과
2021,광주,14,C80,부위의 명시가 없는 악성 신생물,4,호흡기내과
2021,광주,14,R04,기도출혈,4,호흡기내과
2021,광주,19,J86,농흉,3,호흡기내과
2021,광주,19,J47,기관지확장증,3,호흡기내과
2021,광주,19,R06,호흡의 이상,3,호흡기내과
2021,광주,19,J43,폐기종,3,호흡기내과
2021,광주,19,C85,기타 및 상세불명 유형의 비호지킨림프종,3,호흡기내과
2021,대구,1,Z51,기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람,190,가정의학과
2021,대구,2,C34,기관지 및 폐의 악성 신생물,3,가정의학과
2021,대구,3,C16,위의 악성 신생물,2,가정의학과
2021,대구,4,C83,비소포성 림프종,1,가정의학과
2021,대구,1,E11,2형 당뇨병,45,내과
2021,대구,2,N18,만성 신장병,29,내과
2021,대구,3,J18,상세불명 병원체의 폐렴,22,내과
2021,대구,4,D13,기타 및 부위불명의 소화계통의 양성 신생물,20,내과
2021,대구,5,N17,급성 신부전,8,내과
2021,대구,6,D12,"결장, 직장, 항문 및 항문관의 양성 신생물",6,내과
2021,대구,6,K25,위궤양,6,내과
2021,대구,6,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염,6,내과
2021,대구,9,J44,기타 만성 폐쇄성 폐질환,5,내과
2021,대구,9,K59,기타 기능성 장장애,5,내과
2021,대구,9,J69,고체 및 액체에 의한 폐렴,5,내과
2021,대구,9,N10,급성 세뇨관-간질신장염,5,내과
2021,대구,13,I10,본태성(원발성) 고혈압,4,내과
2021,대구,13,K70,알코올성 간질환,4,내과
2021,대구,13,C25,췌장의 악성 신생물,4,내과
2021,대구,16,N39,비뇨계통의 기타 장애,3,내과
2021,대구,16,K22,식도의 기타 질환,3,내과
2021,대구,16,K29,위염 및 십이지장염,3,내과
2021,대구,16,C22,간 및 간내 담관의 악성 신생물,3,내과
2021,대구,16,C18,결장의 악성 신생물,3,내과
2021,대구,16,K83,담도의 기타 질환,3,내과
2021,대구,1,E11,2형 당뇨병,67,내분비내과
2021,대구,2,J18,상세불명 병원체의 폐렴,7,내분비내과
2021,대구,3,J45,천식,5,내분비내과
2021,대구,4,N39,비뇨계통의 기타 장애,2,내분비내과
2021,대구,4,R50,기타 및 원인미상의 열,2,내분비내과
2021,대구,4,E87,"수분, 전해질 및 산-염기균형의 기타 장애",2,내분비내과
2021,대구,4,C34,기관지 및 폐의 악성 신생물,2,내분비내과
2021,대구,4,J44,기타 만성 폐쇄성 폐질환,2,내분비내과
2021,대구,9,I67,기타 뇌혈관질환,1,내분비내과
2021,대구,9,J69,고체 및 액체에 의한 폐렴,1,내분비내과
2021,대구,9,E03,기타 갑상선기능저하증,1,내분비내과
2021,대구,9,L03,연조직염,1,내분비내과
2021,대구,9,D35,기타 및 상세불명의 내분비선의 양성 신생물,1,내분비내과
2021,대구,9,E10,1형 당뇨병,1,내분비내과
2021,대구,9,D64,기타 빈혈,1,내분비내과
2021,대구,9,M48,기타 척추병증,1,내분비내과
2021,대구,9,N17,급성 신부전,1,내분비내과
2021,대구,9,K30,기능성 소화불량,1,내분비내과
2021,대구,9,K26,십이지장궤양,1,내분비내과
2021,대구,1,Z03,"의심되는 질병 및 병태를 위한 의학적 관찰 및 평가, 배제된",122,비뇨의학과
2021,대구,2,C61,전립선의 악성 신생물,96,비뇨의학과
2021,대구,3,N40,전립선증식증,33,비뇨의학과
2021,대구,4,D09,기타 및 상세불명 부위의 제자리암종,18,비뇨의학과
2021,대구,5,N39,비뇨계통의 기타 장애,16,비뇨의학과
2021,대구,6,N43,음낭수종 및 정액류,9,비뇨의학과
2021,대구,6,C67,방광의 악성 신생물,9,비뇨의학과
2021,대구,8,N10,급성 세뇨관-간질신장염,6,비뇨의학과
2021,대구,9,N35,요도협착,5,비뇨의학과
2021,대구,9,N21,하부요로의 결석,5,비뇨의학과
2021,대구,11,N30,방광염,4,비뇨의학과
2021,대구,12,Z48,기타 외과적 추적치료를 위하여 보건서비스와 접하고 있는 사람,3,비뇨의학과
2021,대구,12,N20,신장 및 요관의 결석,3,비뇨의학과
2021,대구,12,R31,상세불명의 혈뇨,3,비뇨의학과
2021,대구,15,D41,비뇨기관의 행동양식 불명 또는 미상의 신생물,2,비뇨의학과
2021,대구,15,J18,상세불명 병원체의 폐렴,2,비뇨의학과
2021,대구,15,N32,방광의 기타 장애,2,비뇨의학과
2021,대구,18,I86,기타 부위의 정맥류,1,비뇨의학과
2021,대구,18,N19,상세불명의 신부전,1,비뇨의학과
2021,대구,18,T81,달리 분류되지 않은 처치의 합병증,1,비뇨의학과
2021,대구,18,Z54,회복기,1,비뇨의학과
2021,대구,18,B39,히스토플라스마증,1,비뇨의학과
2021,대구,18,N17,급성 신부전,1,비뇨의학과
2021,대구,18,C68,기타 및 상세불명의 비뇨기관의 악성 신생물,1,비뇨의학과
2021,대구,18,R33,소변정체,1,비뇨의학과
2021,대구,18,T84,"내부 정형외과적 인공삽입장치, 삽입물 및 이식편의 합병증",1,비뇨의학과
2021,대구,18,C64,신우를 제외한 신장의 악성 신생물,1,비뇨의학과
2021,대구,18,N48,음경의 기타 장애,1,비뇨의학과
2021,대구,1,E11,2형 당뇨병,43,소화기내과
2021,대구,2,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염,35,소화기내과
2021,대구,3,D13,기타 및 부위불명의 소화계통의 양성 신생물,32,소화기내과
2021,대구,4,J18,상세불명 병원체의 폐렴,25,소화기내과
2021,대구,4,U07,U07의 응급사용,25,소화기내과
2021,대구,6,J44,기타 만성 폐쇄성 폐질환,16,소화기내과
2021,대구,7,D12,"결장, 직장, 항문 및 항문관의 양성 신생물",14,소화기내과
2021,대구,8,C34,기관지 및 폐의 악성 신생물,11,소화기내과
2021,대구,8,C16,위의 악성 신생물,11,소화기내과
2021,대구,10,N10,급성 세뇨관-간질신장염,9,소화기내과
2021,대구,11,C22,간 및 간내 담관의 악성 신생물,8,소화기내과
2021,대구,11,K25,위궤양,8,소화기내과
2021,대구,13,K21,위-식도역류병,7,소화기내과
2021,대구,13,K80,담석증,7,소화기내과
2021,대구,13,I10,본태성(원발성) 고혈압,7,소화기내과
2021,대구,16,K59,기타 기능성 장장애,6,소화기내과
2021,대구,16,D50,철결핍빈혈,6,소화기내과
2021,대구,16,K58,과민대장증후군,6,소화기내과
2021,대구,19,R10,복부 및 골반 통증,5,소화기내과
2021,대구,19,J69,고체 및 액체에 의한 폐렴,5,소화기내과
2021,대구,19,C25,췌장의 악성 신생물,5,소화기내과
2021,대구,1,I20,협심증,614,순환기내과
2021,대구,2,I48,심방세동 및 조동,137,순환기내과
2021,대구,3,R07,목구멍 및 가슴의 통증,110,순환기내과
2021,대구,4,I50,심부전,65,순환기내과
2021,대구,5,E11,2형 당뇨병,44,순환기내과
2021,대구,6,I70,죽상경화증,40,순환기내과
2021,대구,7,I77,동맥 및 세동맥의 기타 장애,30,순환기내과
2021,대구,8,I21,급성 심근경색증,25,순환기내과
2021,대구,9,I10,본태성(원발성) 고혈압,23,순환기내과
2021,대구,10,I49,기타 심장부정맥,22,순환기내과
2021,대구,10,U07,U07의 응급사용,22,순환기내과
2021,대구,10,J18,상세불명 병원체의 폐렴,22,순환기내과
2021,대구,13,I25,만성 허혈심장병,21,순환기내과
2021,대구,14,I47,발작성 빈맥,20,순환기내과
2021,대구,15,I73,기타 말초혈관질환,17,순환기내과
2021,대구,16,I71,대동맥동맥류 및 박리,15,순환기내과
2021,대구,16,I44,방실차단 및 좌각차단,15,순환기내과
2021,대구,18,I11,고혈압성 심장병,13,순환기내과
2021,대구,19,I42,심근병증,11,순환기내과
2021,대구,20,J44,기타 만성 폐쇄성 폐질환,10,순환기내과
2021,대구,1,I63,뇌경색증,54,신경과
2021,대구,2,G20,파킨슨병,4,신경과
2021,대구,2,G81,편마비,4,신경과
2021,대구,4,G45,일과성 뇌허혈발작 및 관련 증후군,3,신경과
2021,대구,4,H81,전정기능의 장애,3,신경과
2021,대구,6,R51,두통,1,신경과
2021,대구,6,Z48,기타 외과적 추적치료를 위하여 보건서비스와 접하고 있는 사람,1,신경과
2021,대구,6,G61,염증성 다발신경병증,1,신경과
2021,대구,1,M48,기타 척추병증,180,신경외과
2021,대구,2,S32,요추 및 골반의 골절,107,신경외과
2021,대구,3,M51,기타 추간판장애,103,신경외과
2021,대구,4,S22,"늑골, 흉골 및 흉추의 골절",40,신경외과
2021,대구,5,S06,두개내손상,27,신경외과
2021,대구,6,M43,기타 변형성 등병증,24,신경외과
2021,대구,7,M96,달리 분류되지 않은 처치후 근골격장애,16,신경외과
2021,대구,8,S33,"요추 및 골반의 관절 및 인대의 탈구, 염좌 및 긴장",15,신경외과
2021,대구,9,Z48,기타 외과적 추적치료를 위하여 보건서비스와 접하고 있는 사람,11,신경외과
2021,대구,10,M50,경추간판장애,7,신경외과
2021,대구,11,M46,기타 염증성 척추병증,6,신경외과
2021,대구,12,G91,수두증,5,신경외과
2021,대구,12,I61,뇌내출혈,5,신경외과
2021,대구,12,I67,기타 뇌혈관질환,5,신경외과
2021,대구,15,C79,기타 및 상세불명 부위의 이차성 악성 신생물,3,신경외과
2021,대구,16,G06,두개내 및 척추내 농양 및 육아종,2,신경외과
2021,대구,16,L72,피부 및 피하조직의 모낭낭,2,신경외과
2021,대구,16,I63,뇌경색증,2,신경외과
2021,대구,16,E11,2형 당뇨병,2,신경외과
2021,대구,16,I62,기타 비외상성 두개내출혈,2,신경외과
2021,대구,1,N18,만성 신장병,67,신장내과
2021,대구,2,E11,2형 당뇨병,25,신장내과
2021,대구,3,U07,U07의 응급사용,21,신장내과
2021,대구,4,N17,급성 신부전,11,신장내과
2021,대구,4,J18,상세불명 병원체의 폐렴,11,신장내과
2021,대구,6,N39,비뇨계통의 기타 장애,5,신장내과
2021,대구,6,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염,5,신장내과
2021,대구,8,R50,기타 및 원인미상의 열,3,신장내과
2021,대구,8,E87,"수분, 전해질 및 산-염기균형의 기타 장애",3,신장내과
2021,대구,10,N10,급성 세뇨관-간질신장염,2,신장내과
2021,대구,11,J69,고체 및 액체에 의한 폐렴,1,신장내과
2021,대구,11,M17,무릎관절증,1,신장내과
2021,대구,11,A04,기타 세균성 장감염,1,신장내과
2021,대구,11,C71,뇌의 악성 신생물,1,신장내과
2021,대구,11,J20,급성 기관지염,1,신장내과
2021,대구,11,E78,NA,1,신장내과
2021,대구,11,F06,"뇌손상, 뇌기능이상 및 신체질환에 의한 기타 정신장애",1,신장내과
2021,대구,11,M62,근육의 기타 장애,1,신장내과
2021,대구,11,Q61,낭성 신장병,1,신장내과
2021,대구,11,A15,세균학적 및 조직학적으로 확인된 호흡기결핵,1,신장내과
2021,대구,11,K25,위궤양,1,신장내과
2021,대구,11,A41,기타 패혈증,1,신장내과
2021,대구,11,J44,기타 만성 폐쇄성 폐질환,1,신장내과
2021,대구,1,H25,노년백내장,554,안과
2021,대구,2,H40,녹내장,41,안과
2021,대구,3,H35,기타 망막장애,40,안과
2021,대구,4,H02,눈꺼풀의 기타 장애,20,안과
2021,대구,5,H43,유리체의 장애,11,안과
2021,대구,6,H26,기타 백내장,10,안과
2021,대구,7,H04,눈물계통의 장애,9,안과
2021,대구,8,H27,수정체의 기타 장애,5,안과
2021,대구,9,H34,망막혈관폐쇄,3,안과
2021,대구,10,H11,결막의 기타 장애,2,안과
2021,대구,11,H05,안와의 장애,1,안과
2021,대구,11,H47,시[제2]신경 및 시각경로의 기타 장애,1,안과
2021,대구,11,H33,망막박리 및 망막열공,1,안과
2021,대구,1,K80,담석증,68,외과
2021,대구,2,K40,사타구니탈장,43,외과
2021,대구,3,I83,하지의 정맥류,26,외과
2021,대구,4,K35,급성 충수염,25,외과
2021,대구,5,S22,"늑골, 흉골 및 흉추의 골절",17,외과
2021,대구,6,K56,탈장이 없는 마비성 장폐색증 및 장폐색,14,외과
2021,대구,7,D13,기타 및 부위불명의 소화계통의 양성 신생물,13,외과
2021,대구,8,Z48,기타 외과적 추적치료를 위하여 보건서비스와 접하고 있는 사람,8,외과
2021,대구,9,K64,치핵 및 항문주위정맥혈전증,7,외과
2021,대구,10,L89,욕창궤양 및 압박부위,5,외과
2021,대구,10,K81,담낭염,5,외과
2021,대구,12,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염,4,외과
2021,대구,12,K60,항문 및 직장부의 열창 및 누공,4,외과
2021,대구,14,K82,담낭의 기타 질환,3,외과
2021,대구,14,C16,위의 악성 신생물,3,외과
2021,대구,14,K57,장의 게실병,3,외과
2021,대구,14,K62,항문 및 직장의 기타 질환,3,외과
2021,대구,18,J18,상세불명 병원체의 폐렴,2,외과
2021,대구,18,K83,담도의 기타 질환,2,외과
2021,대구,18,R02,달리 분류되지 않은 괴저,2,외과
2021,대구,18,D17,양성 지방종성 신생물,2,외과
2021,대구,1,J32,만성 부비동염,5,이비인후과
2021,대구,2,J33,코폴립,3,이비인후과
2021,대구,3,H91,기타 청력소실,2,이비인후과
2021,대구,3,J34,코 및 비동의 기타 장애,2,이비인후과
2021,대구,5,J05,급성 폐색성 후두염[크룹] 및 후두개염,1,이비인후과
2021,대구,5,J03,급성 편도염,1,이비인후과
2021,대구,5,B49,상세불명의 진균증,1,이비인후과
2021,대구,5,J35,편도 및 아데노이드의 만성 질환,1,이비인후과
2021,대구,5,H81,전정기능의 장애,1,이비인후과
2021,대구,1,M51,기타 추간판장애,82,재활의학과
2021,대구,2,Z50,재활처치를 포함한 치료를 위하여 보건서비스와 접하고 있는 사람,60,재활의학과
2021,대구,3,M48,기타 척추병증,41,재활의학과
2021,대구,4,M50,경추간판장애,17,재활의학과
2021,대구,5,G62,기타 다발신경병증,14,재활의학과
2021,대구,6,M19,기타 관절증,4,재활의학과
2021,대구,6,I63,뇌경색증,4,재활의학과
2021,대구,8,R26,보행과 이동의 이상,3,재활의학과
2021,대구,9,G81,편마비,2,재활의학과
2021,대구,9,M17,무릎관절증,2,재활의학과
2021,대구,9,R13,삼킴곤란,2,재활의학과
2021,대구,9,M65,윤활막염 및 힘줄윤활막염,2,재활의학과
2021,대구,9,M54,등통증,2,재활의학과
2021,대구,9,M47,척추증,2,재활의학과
2021,대구,9,I61,뇌내출혈,2,재활의학과
2021,대구,9,G83,기타 마비증후군,2,재활의학과
