"순번","행위구분","분류","명칭","코드","표준코드","비용","최저비용","최고비용","치료재료대 포함여부","약제비 포함여부","특이사항","최종변경일"
"575","치료재료","OSTOMY용 ACCESSORY","CONVACARE PROTECTIVE BARRIER WIPES","BL3001BQ","","33415","","","","","","2020-01-31"
"576","치료재료","OSTOMY용 ACCESSORY","TRIO SILESSE SKIN BARRIER SPRAY","BL3002MV","","18000","","","","","","2021-03-25"
"577","치료재료","OSTOMY용 ACCESSORY","닐탁 잔여물제거 스프레이 50ml","BL3003MV","","22000","","","","","","2021-11-09"
"578","치료재료","OSTOMY용 ACCESS0RY","3M NO STING BARRIER FILM","BL3004EA","","6820","","","","","","2020-01-31"
"579","치료재료","유방 생검용","ATEC(PROBE & VACCUM SET)","BM0001MT","","450000","","","","","","2020-01-31"
"580","치료재료","기관지내시경 초음파를 이용한 세침흡인술용","VIZISHOT","BM0004LV","","230000","","","","","","2020-01-31"
"581","치료재료","상처고정 및 보호용","텐드라메피텔","BM2001JQ","","","6270","20900","","","","2020-01-31"
"582","치료재료","인공유방","의료용 실리콘 인조유방","BM3011AU","","","330000","480000","","","","2020-01-31"
"583","치료재료","흉터관리재료","스카클리닉","BM5001ED","","","28500","52250","","","","2020-01-31"
"584","치료재료","드레싱 고정류","3M SOFT CLOTH WITH LINER","BM5101LX","","5080","","","","","","2020-01-31"
"585","치료재료","척추전용형 동종골(MACHINED ALLOGRAFT BONE SPACER)","ALLOSPINE(LAMINAR SPACER)","BTB01013","","450000","","","","","","2020-01-31"
"586","치료재료","동종진피(IMPLANT용-유방재건술용 제외)","mega-derm","BTS01019","","","89559","109461","","","","2020-01-31"
"587","치료재료","동종진피(IMPLANT용-유방재건술용 제외)","SUREDERM","BTS01314","","220000","55000","","","","","2020-01-31"
"588","치료재료","","AMS spectra Concealable","","","","660000","2640000","","","","2020-01-31"
"589","치료재료","","ARM SLING","","","799","","","","","","2020-01-31"
"590","치료재료","","Artificial testis/Alliedbiomedical","","","440000","","","","","","2020-01-31"
"591","치료재료","","BIO GIDE 25*25mm","","","195700","","","","","","2021-12-29"
"592","치료재료","","BIO-GIDE","","","161450","","","","","","2021-12-29"
"593","치료재료","","BIO-OSS (0.25g)","","","73854","","","","","","2021-12-29"
"594","치료재료","","BIO-OSS (0.5g)","","","113300","","","","","","2021-12-29"
"595","치료재료","","BioXclude 10*25","","","180000","","","","","","2020-01-31"
"596","치료재료","","CAST SHOES","","","3333","","","","","","2020-01-31"
"597","치료재료","","COLLACOTE","","","21200","","","","","","2021-12-29"
"598","치료재료","","COLLAPLUG","","","17915","","","","","","2021-12-29"
"599","치료재료","","COLLATAPE","","","525200","","","","","","2021-12-29"
"600","치료재료","","costal cartilage","","","1150000","","","","","","2020-01-31"
"601","치료재료","","Cowell　BMP","","","","88000","198000","","","","2020-01-31"
"602","치료재료","","CRUTCH WOODEN(With Gum Arm and Hand Cover)","","","13000","","","","","","2022-02-16"
"603","치료재료","","CTS FDB bone","","","","53000","64630","","","","2020-01-31"
"604","치료재료","비침습적 지혈용","DUAL TULIP","","","22000","","","","","","2021-05-18"
"605","치료재료","비침습적 지혈용","DUAL STOP Cervix","","","13200","","","","","","2021-05-18"
"606","치료재료","","ELBOW HINGE","","","","19000","38500","","","","2020-01-31"
"607","치료재료","","Fascia Lata","","","360000","","","","","","2020-01-31"
"608","치료재료","의료용확장기","Gelpoint PATH/Applied Medical","","","630000","","","","","","2021-12-21"
"609","치료재료","","Graft9 0.25g","","","28860","","","","","","2021-12-29"
"610","치료재료","","HALOVEST","","","1800000","","","","","","2021-12-29"
"611","치료재료","","ICB block (5*10*10)","","","266792","","","","","","2020-01-31"
"612","치료재료","","ICB BONE 0.5cc","","","146857","","","","","","2021-12-29"
"613","치료재료","","KNEE HINGE","","","","20600","50000","","","","2020-01-31"
"614","치료재료","","MBCP 0.5g","","","68621","","","","","","2020-01-31"
"615","치료재료","","Mesh L/U shape bending mesh","","","134300","","","","","","2020-01-31"
"616","치료재료","","Mesh single/double mesh","","","","56100","81600","","","","2020-01-31"
"617","치료재료","","NASAL IMPLANT","","","21000","","","","","","2020-01-31"
"618","치료재료","","PRO ROOT MTA","BL7601NM","","35510","","","","","","2020-01-31"
"619","치료재료","","Screw ①wide head screw","","","25500","","","","","","2020-01-31"
"620","치료재료","","Screw ②Tenting screw","","","32300","","","","","","2020-01-31"
"621","치료재료","비침습적지혈용","SECUEX, Secuex H","","","428","","","","","","2022-07-11"
"622","치료재료","","Titanium Micro Mesh(cytoflex)","","","130000","","","","","","2020-01-31"
"623","치료재료","","Tutoplast pericardium","","","","145167","183878","","","","2020-01-31"
"624","치료재료","","TUTOPLAST SPONGIOSA MICROCHIP","","","","118702","213662","","","","2020-01-31"
"625","치료재료","","담요/1장(귀가용)","","","20000","","","","","","2021-12-29"
"626","치료재료","","반시트/1장(귀가용)","","","4600","","","","","","2021-12-29"
"627","치료재료","","보형물 AMS700 PENILE PROSTHESIS(3/PIECE)","","","6256062","","","","","","2020-01-31"
"628","치료재료","","보형물 Tactra malleable penile prosthesis","","","2640000","","","","","","2022-03-29"
"629","치료재료","","시트(대)/1장(귀가용)","","","8745","","","","","","2021-12-29"
"630","치료재료","","안과용 플라스틱 안대","","","2000","","","","","","2013-03-06"
"631","치료재료","비침습적지혈용","엘라반멸균반창고","","","383","","","","","","2020-01-31"
"632","치료재료","","임플란트/GORE-regenerative membrane TR9W(TITANIUM)","","","360000","","","","","","2020-01-31"
"633","치료재료","","임플란트/GORE-TEX,TR6Y,TR6T(TITANIUM)","","","336568","","","","","","2020-01-31"
"634","치료재료","","환의 한벌(귀가용)","","","12240","","","","","","2021-12-29"
"635","약제","","F-18 FP-CIT","629600010","5330100002","208482","","","","","","2022-07-01"
"636","약제","","SonoVue inj(소노뷰,Echo)","","5419900057","83814","","","","","","2020-01-31"
"637","약제","","SonoVue inj(소노뷰주)","","5090100046","83814","","","","","","2020-01-31"
"638","약제","","페라미플루주15ml","643604611","MPERAMIFLU","14207","","","","","","2020-11-16"
"639","약제","","스텐드로주","648501751","MSTANDRO","12038","","","","","원내코드","2020-11-16"
"640","약제","","스텐드로주","648501751","MSTANDOUT","","","","","","원외코드","2020-11-16"
"641","약제","","파이브로베인주 3%","684900021","MTROMBO3","17718","","","","","","2023-07-05"
"642","약제","","파이브로베인주 1%","684900041","MTROMBO1","17554","","","","","","2023-07-05"
"643","약제","","에르버트정","673400230","DERBERT","304","","","","","","2023-05-01"
"644","약제","","오페브연질캡슐100mg","653501570","DNINTEDA10","23726","","","","","","2022-08-01"
"645","약제","","오페브연질캡슐150mg (한국베링거인겔하임)","653501580","DNINTEDA15","","","","","","원외전용","2022-08-24"
"646","약제","","수란트라크림1%","655700331","DSOOLANCR","31608","","","","","","2021-11-01"
"647","약제","","크레온캡슐25000","644206290","DCREON25","372","","","","","","2021-11-01"
"648","약제","","싸이크람주사 1g","644301920","MCTX1","2012","","","","","","2020-02-05"
"649","약제","","중외심정지액1호","644912300","MCPS","9622","","","","","","2021-11-01"
"650","약제","","Bisacodyl 5mg","653801170","DDULCO","17","","","","","","2021-11-01"
"651","약제","","브리디온주","655501751","MBRID2","79916","","","","","","2021-11-01"
"652","약제","","메트빅스크림","655700140","DMETVIX","214402","","","","","","2021-11-01"
"653","약제","","성광칼라민로오션","","DCALAM","9","","","","","","2020-02-05"
"654","약제","","멕시틸캅셀100mg","","DMEXIT","296","","","","","","2020-02-05"
"655","약제","","ZNSO4(국전)","","DZNSO4","9","","","","","","2020-02-05"
"656","약제","","Baby pow (100g)","","DBABYP","5500","","","","","","2020-02-05"
"657","약제","예방접종료","가다실 9 프리필드시린지(자궁경부암 백신)","655501931","MGDS9","180000","","","","","","2021-05-19"
"658","약제","예방접종료","가다실주 백신","655500021","MGDS","120000","","","","","MGDS(자궁경부암)","2020-01-31"
"659","약제","예방접종료","경피용 건조 B.C.G 백신 12mg","686500010","MBCGP","60000","","","","","결핵/ MBCGP","2022-08-04"
"660","약제","","시알롱기정10mg","671806730","DCIAL1","","","","","","원외전용","2020-02-05"
"661","약제","예방접종료","보령 세포배양일본뇌염백신주 0.7ML","670500531","MJBEC","40000","","","","","일본뇌염/MJBEC","2021-11-11"
"662","약제","예방접종료","녹십자-세포배양일본뇌염백신주","643605041","MJBEC04","30000","","","","","일본뇌염/MJBEC04","2020-01-31"
"663","약제","예방접종료","디티부스터주_(0.5mL)(엑세스파마)","673100041","MTD","30000","","","","","디프테리아 파상풍예방백신/MTD","2022-11-08"
"664","약제","","듀악겔(Duacgel)","650002460","DDUACG","","","","","","원외처방전용","2020-01-31"
"665","약제","","디페린겔(15g)","655700040","DDFRG15","","","","","","원외처방전용","2020-01-31"
"666","약제","","디페린겔(30g)","655700040","DDFRG30","","","","","","원외처방전용","2020-01-31"
"667","약제","","레비트라정 10mg","641100030","DLEVIT10","","","","","","원외처방전용","2020-01-31"
"668","약제","","레비트라정 20mg","641100040","DLEVIT20","","","","","","원외처방전용","2020-01-31"
"669","약제","","레비트라정 5mg","641100050","DLEVIT5","","","","","","원외처방전용","2020-01-31"
"670","약제","예방접종료","로타릭스 프리필드 백신","650002871","DROTA","110000","","","","","로타바이러스/DROTA","2022-09-29"
"671","약제","예방접종료","로타텍액","655500031","DROTAV","80000","","","","","로타바이러스 /DROTAV","2022-09-29"
"672","약제","예방접종료","멘비오 백신[(수막구균 A,C,W135,Y)","650003081","MMENVEO","130000","","","","","수막구균/MMENVEO","2022-09-29"
"673","약제","","메낙트라주(수막구균 다당류 디프테리아톡소이드 접합백신)","665900191","MMENACTRA","100000","","","X","X","수막구균/MMENACTRA/예방접종","2022-02-15"
"674","약제","","멜라논크림(23g)","642501690","DMLNC","","","","","","원외처방전용","2020-01-31"
"675","약제","","대만99.5%무수에탄올주","","MEOH","14200","","","","","희귀의약품센터","2022-04-19"
"676","약제","","바네포연고 20g/tub","645101440","DPOBA","1900","","","","","","2021-11-01"
"677","약제","예방접종료","수두박스주(수두생바이러스백신)","643601161","MBIKEN","30000","","","","","수두생바이러스백신/MBIKEN","2022-09-29"
"678","약제","예방접종료","스카이바리셀라주(수두생바이러스백신)_(1병)","56400051","MBIKEN24","30000","","","","","수두생바이러스백신","2022-01-24"
"679","약제","","바셀린100g","648300980","DVASE100","482","","","","","","2021-11-01"
"680","약제","예방접종료","보령플루Ⅷ테트라백신주(인플루엔자분할백신)","670501031","MFLU4-A","30000","","","X","X","인플루엔자 /MFLU4-A","2020-01-31"
"681","약제","예방접종료","보령플루Ⅷ 테트라백신주(프리필드시린지)(인플루엔자분할백신)","670501031","MFLU4","30000","","","","","인플루엔자/ MFLU4","2021-09-02"
"682","약제","예방접종료","보령A형간염백신프리필드시린지주(A형간염백신)","670502321","MHAV1","70000","","","","","A형간염/ MHAV1","2021-08-07"
"683","약제","예방접종료","보령A형간염백신주 0.5ML (소아용)","670502311","MHAV","30000","","","","","A형 간염/MHAV","2021-10-16"
"684","약제","","Bactigras(박티그라)","681800010","3012000035","1980","","","","","","2020-02-05"
"685","약제","","베스타제당의정","642502030","DBST","33","","","","","","2021-11-01"
"686","약제","","후라베린큐시럽","642902550","DBERBS","","","","","","원외전용","2020-02-05"
"687","약제","","후시메드연고","643600830","DFCDO","4500","","","","","","2021-11-01"
"688","약제","","삐콤정","642100700","DBC","14","","","","","","2021-11-01"
"689","약제","예방접종료","보령디티에이피백신주","670500610","MPDT05","30000","","","","","디피티 백신( 백일해 디프테리아 파상풍의 예방)","2020-01-31"
"690","약제","예방접종료","아다셀주(사노피파스퇴르)백신","665900111","MADAC","40000","","","","","디프테리아,파상풍 및 백일해예방/MADAC","2022-09-29"
"691","약제","","부롬정5밀리그람","651901200","DBPD5","57","","","","","","2020-02-05"
"692","약제","예방접종료","서바릭스프리필드시린지백신(자궁경부암)","650001881","MSVR","80000","","","","","자궁경부암/MSVR","2022-09-29"
"693","약제","","멜라킹서방정2mg(멜라토닌)","694003250","DMELATONIN","510","","","","","","2021-08-26"
"694","약제","","스티바에이크림0.025% 25g/tube","650002650","DTRE2.5","18900","","","","","","2021-11-01"
"695","약제","","스티바에이크림0.05%(25g/tub)","650002570","DTRE5","19150","","","","","","2021-11-01"
"696","약제","","구구정20mg_(20mg/1정)","643507040","DTADA20","1579","","","","","","2021-09-02"
"697","약제","","시알롱기정20mg","671806740","DCIAL2","","","","","","원외전용","2020-02-05"
"698","약제","","시알롱기정5mg","671806720","DCIAL","","","","","","원외전용","2020-02-05"
"699","약제","예방접종료","신플로릭스(폐렴구균소아백신)프리필드시린지","650002410","MSYNFLORIX","70000","","","","","폐렴구균/MSYNFLORIX","2020-01-31"
"700","약제","예방접정료","씨디.제박스(일본뇌염생바이러스백신)","666700011","MJEVAX05","40000","","","","","일본뇌염 생백신 0.5ml","2022-09-29"
