"구분","코드","명 ","국비","사비","계"
"질병","N12"," 급성 또는 만성으로 명시되지 않은 세뇨관-간질신장염 ","1","2","3"
"질병","N130"," 요관신우접합부 폐색을 동반한 수신증 ","1","1","2"
"질병","N131"," 달리 분류되지 않은 요관협착을 동반한 수신증 ","7","13","20"
"질병","N132"," 신장 및 요관의 결석성 폐색을 동반한 수신증 ","14","9","23"
"질병","N1330"," 방광요관접합부 폐색을 동반한 수신증 ","17","11","28"
"질병","N1338"," 기타 및 상세불명의 수신증 ","27","17","44"
"질병","N134"," 수뇨관(水尿管) ","1","","1"
"질병","N135"," 수신증을 동반하지 않은 요관의 꼬임 및 협착 ","2","4","6"
"질병","N136"," 농신증 ","21","17","38"
"질병","N138"," 기타 폐색성 및 역류성 요로병증 ","2","2","4"
"질병","N139"," 상세불명의 폐색성 및 역류성 요로병증 ","3","2","5"
"질병","N141"," 기타 약물, 약제 및 생물학적 물질로 인한 신장병증 ","2","1","3"
"질병","N151"," 신장 및 신장주위 농양 ","4","2","6"
"질병","N170"," 세뇨관괴사를 동반한 급성 신부전 ","1","","1"
"질병","N178"," 기타 급성 신부전 ","2","5","7"
"질병","N179"," 상세불명의 급성 신부전 ","343","301","644"
"질병","N182"," 만성 신장병(2기) ","5","4","9"
"질병","N183"," 만성 신장병(3기) ","143","54","197"
"질병","N184"," 만성 신장병(4기) ","92","32","124"
"질병","N185"," 만성 신장병(5기) ","408","141","549"
"질병","N189"," 상세불명의 만성 신장병 ","1138","559","1697"
"질병","N200"," 신장의 결석 ","6","12","18"
"질병","N201"," 요관의 결석 ","19","16","35"
"질병","N202"," 요관결석을 동반한 신장결석 ","6","3","9"
"질병","N209"," 상세불명의 신장결석 ","","1","1"
"질병","N210"," 방광의 결석 ","15","29","44"
"질병","N211"," 요도결석 ","1","","1"
"질병","N218"," 기타 하부요로결석 ","1","1","2"
"질병","N251"," 신장성 요붕증 ","","1","1"
"질병","N258"," 신세뇨관기능손상으로 인한 기타 장애 ","1","1","2"
"질병","N26"," 상세불명의 신장위축 ","","2","2"
"질병","N280"," 신장의 허혈 및 경색증 ","1","","1"
"질병","N281"," 후천성 신장의 낭 ","25","18","43"
"질병","N288"," 신장 및 요관의 기타 명시된 장애 ","19","9","28"
"질병","N300"," 급성 방광염 ","10","8","18"
"질병","N301"," 간질성 방광염(만성) ","1","","1"
"질병","N302"," 기타 만성 방광염 ","24","5","29"
"질병","N304"," 방사선방광염 ","9","","9"
"질병","N308"," 기타 방광염 ","6","4","10"
"질병","N309"," 상세불명의 방광염 ","7","13","20"
"질병","N310"," 달리 분류되지 않은 비억제성 신경병성 방광 ","1","","1"
"질병","N312"," 달리 분류되지 않은 이완성 신경병성 방광 ","1","","1"
"질병","N318"," 방광의 기타 신경근육기능장애 ","3","2","5"
"질병","N319"," 방광의 상세불명의 신경근육기능장애 ","28","24","52"
"질병","N320"," 방광경부폐색 ","12","1","13"
"질병","N321"," 방광장루 ","2","1","3"
"질병","N323"," 방광의 게실 ","8","1","9"
"질병","N324"," 비외상성 방광파열 ","1","","1"
"질병","N328"," 방광의 기타 명시된 장애 ","14","16","30"
"질병","N340"," 요도농양 ","2","","2"
"질병","N342"," 기타 요도염 ","1","1","2"
"질병","N350"," 외상후 요도협착 ","1","","1"
"질병","N359"," 상세불명의 요도협착 ","37","9","46"
"질병","N360"," 요도루 ","1","","1"
"질병","N368"," 요도의 기타 명시된 장애 ","1","","1"
"질병","N370"," 달리 분류된 질환에서의 요도염 ","4","2","6"
"질병","N390"," 부위가 명시되지 않은 요로감염 ","211","270","481"
"질병","N393"," 스트레스요실금 ","3","14","17"
"질병","N3940"," 절박요실금 ","2","4","6"
"질병","N3941"," 혼합요실금 ","1","12","13"
"질병","N3948"," 기타 명시된 요실금 ","12","3","15"
"질병","N399"," 비뇨계통의 상세불명 장애 ","","1","1"
"질병","N400"," 합병증을 동반하지 않은 전립선증식증 ","292","192","484"
"질병","N401"," 요로 폐색을 동반한 전립선증식증 ","65","72","137"
"질병","N402"," 혈뇨를 동반한 전립선증식증 ","1","6","7"
"질병","N403"," 요로 폐색 및 혈뇨를 동반한 전립선증식증 ","5","3","8"
"질병","N408"," 기타 합병증을 동반한 전립선증식증 ","69","47","116"
"질병","N410"," 급성 전립선염 ","7","8","15"
"질병","N411"," 만성 전립선염 ","1","1","2"
"질병","N412"," 전립선의 농양 ","6","3","9"
"질병","N413"," 전립선방광염 ","","3","3"
"질병","N418"," 전립선의 기타 염증성 질환 ","1","6","7"
"질병","N419"," 전립선의 상세불명의 염증성 질환 ","2","","2"
"질병","N428"," 전립선의 기타 명시된 장애 ","7","2","9"
"질병","N430"," 피낭성 음낭수종 ","1","2","3"
"질병","N432"," 기타 음낭수종 ","","1","1"
"질병","N433"," 상세불명의 음낭수종 ","8","8","16"
"질병","N434"," 정액류 ","1","","1"
"질병","N4500"," 농양을 동반한 부고환염 ","2","","2"
"질병","N4501"," 농양을 동반한 고환염 ","1","","1"
"질병","N4502"," 농양을 동반한 부고환-고환염 ","","1","1"
"질병","N4590"," 농양을 동반하지 않은 부고환염 ","7","2","9"
"질병","N4592"," 농양을 동반하지 않은 부고환-고환염 ","","5","5"
"질병","N47"," 과잉포피, 포경 및 감돈포경 ","2","2","4"
"질병","N481"," 귀두포피염 ","4","1","5"
"질병","N4820"," 음경의 농양 ","2","1","3"
"질병","N484"," 기질적 원인에 의한 발기부전 ","16","4","20"
"질병","N485"," 음경의 궤양 ","1","1","2"
"질병","N488"," 음경의 기타 명시된 장애 ","","1","1"
"질병","N490"," 정낭의 염증성 장애 ","2","","2"
"질병","N491"," 정삭, 고환초막 및 정관의 염증성 장애 ","1","","1"
"질병","N492"," 음낭의 염증성 장애 ","5","5","10"
"질병","N498"," 기타 명시된 남성생식기관의 염증성 장애 ","4","1","5"
"질병","N501"," 남성생식기관의 혈관장애 ","1","","1"
"질병","N5088"," 남성생식기관의 기타 명시된 장애 ","10","5","15"
"질병","N510"," 달리 분류된 질환에서의 전립선장애 ","1","","1"
"질병","N518"," 달리 분류된 질환에서의 남성생식기관의 기타 장애 ","1","","1"
"질병","N601"," 미만성 낭성 유방병증 ","","6","6"
"질병","N602"," 유방의 섬유선증 ","","2","2"
"질병","N603"," 유방의 섬유경화증 ","","3","3"
"질병","N604"," 유선관확장 ","","4","4"
"질병","N608"," 기타 양성 유방형성이상 ","","12","12"
"질병","N62"," 유방의 비대 ","5","2","7"
"질병","N641"," 유방의 지방괴사 ","","1","1"
"질병","N648"," 유방의 기타 명시된 장애 ","","21","21"
"질병","N700"," 급성 난관염 및 난소염 ","","1","1"
"질병","N701"," 만성 난관염 및 난소염 ","","3","3"
"질병","N709"," 상세불명의 난관염 및 난소염 ","","2","2"
"질병","N711"," 자궁의 만성 염증성 질환 ","","4","4"
"질병","N719"," 상세불명의 자궁의 염증성 질환 ","","6","6"
"질병","N72"," 자궁경부의 염증성 질환 ","1","42","43"
"질병","N736"," 여성골반복막유착 ","","11","11"
"질병","N739"," 상세불명의 여성골반염증질환 ","","2","2"
"질병","N758"," 바르톨린선의 기타 질환 ","","1","1"
"질병","N760"," 급성 질염 ","","3","3"
"질병","N761"," 아급성 및 만성 질염 ","","1","1"
"질병","N764"," 외음의 농양 ","","1","1"
"질병","N771"," 달리 분류된 감염성 및 기생충성 질환에서의 질염, 외음염 또는 외음질염 ","","4","4"
"질병","N800"," 자궁의 자궁내막증 ","","23","23"
"질병","N801"," 난소의 자궁내막증 ","","4","4"
"질병","N809"," 상세불명의 자궁내막증 ","","1","1"
"질병","N811"," 방광류 ","","5","5"
"질병","N812"," 불완전자궁질탈출 ","1","10","11"
"질병","N813"," 완전자궁질탈출 ","","5","5"
"질병","N814"," 상세불명의 자궁질탈출 ","","1","1"
"질병","N816"," 여성직장류 ","","7","7"
"질병","N818"," 기타 여성생식기탈출 ","","1","1"
"질병","N830"," 난소의 난포낭 ","","4","4"
"질병","N831"," 황체낭 ","","2","2"
"질병","N832"," 기타 및 상세불명의 난소낭 ","","12","12"
"질병","N833"," 난소 및 난관의 후천성 위축 ","","1","1"
"질병","N838"," 난소, 난관 및 넓은인대의 기타 비염증성 장애 ","","17","17"
"질병","N840"," 자궁체부의 폴립 ","1","46","47"
"질병","N841"," 자궁경부의 폴립 ","","3","3"
"질병","N843"," 외음의 폴립 ","","2","2"
"질병","N850"," 자궁내막선증식증 ","","13","13"
"질병","N856"," 자궁내유착 ","","11","11"
"질병","N858"," 자궁의 기타 명시된 비염증성 장애 ","1","32","33"
"질병","N870"," 경도 자궁경부이형성 ","","6","6"
"질병","N871"," 중등도 자궁경부이형성 ","","1","1"
"질병","N872"," 달리 분류되지 않은 중증 자궁경부이형성 ","","7","7"
"질병","N888"," 자궁경부의 기타 명시된 비염증성 장애 ","","7","7"
"질병","N898"," 질의 기타 명시된 비염증성 장애 ","","3","3"
"질병","N906"," 외음의 비대 ","","2","2"
"질병","N908"," 외음 및 회음의 기타 명시된 비염증성 장애 ","","2","2"
"질병","N938"," 기타 명시된 이상 자궁 및 질 출혈 ","","2","2"
"질병","N939"," 상세불명의 이상 자궁 및 질 출혈 ","","1","1"
"질병","N948"," 여성생식기관 및 월경주기와 관련된 기타 명시된 병태 ","","1","1"
"질병","N951"," 폐경 및 여성의 갱년기상태 ","","2","2"
"질병","N952"," 폐경후 위축성 질염 ","","3","3"
"질병","N990"," 처치후 신부전 ","11","2","13"
"질병","N991"," 처치후 요도협착 ","4","2","6"
"질병","N993"," 자궁적출후 질원개의 탈출 ","","1","1"
"질병","N994"," 처치후 골반복막유착 ","","11","11"
"질병","N995"," 요로의 외부스토마의 기능부전 ","2","1","3"
"질병","N998"," 비뇨생식계통의 기타 처치후 장애 ","25","","25"
"질병","O109"," 임신, 출산 및 산후기에 합병된 상세불명의 전에 있던 고혈압 ","1","","1"
"질병","Q181"," 귓바퀴앞 동 및 낭 ","","1","1"
"질병","Q2101"," 막주변 심실중격결손 ","1","","1"
"질병","Q231"," 대동맥판의 선천성 기능부전 ","8","6","14"
"질병","Q245"," 관상동맥혈관의 기형 ","3","5","8"
"질병","Q288"," 순환계통의 기타 명시된 선천기형 ","1","","1"
"질병","Q396"," 식도의 게실 ","1","","1"
"질병","Q402"," 위의 기타 명시된 선천기형 ","1","","1"
"질병","Q444"," 총담관낭 ","1","","1"
"질병","Q453"," 췌장 또는 췌관의 기타 선천기형 ","","1","1"
"질병","Q505"," 넓은인대의 배아성 낭 ","","2","2"
"질병","Q554"," 정관, 부고환, 정낭 및 전립선의 기타 선천기형 ","1","","1"
"질병","Q612"," 다낭성 신장, 보통염색체우성 ","4","2","6"
"질병","Q613"," 상세불명의 다낭성 신장 ","1","1","2"
"질병","Q615"," 수질낭성 신장 ","1","","1"
"질병","Q630"," 부신장 ","","1","1"
"질병","Q631"," 분엽성, 융합성 및 말굽형 신장 ","1","","1"
"질병","Q688"," 기타 명시된 선천성 근골격변형 ","1","","1"
"질병","Q729"," 다리의 상세불명의 감소결손 ","1","","1"
"질병","Q859"," 상세불명의 모반증 ","2","","2"
"질병","Q874"," 마르팡증후군 ","","1","1"
"질병","Q8908"," 비장의 기타 명시된 선천기형 ","1","1","2"
"질병","R000"," 상세불명의 빈맥 ","25","10","35"
"질병","R001"," 상세불명의 서맥 ","12","8","20"
"질병","R008"," 기타 및 상세불명의 심장박동이상 ","1","","1"
"질병","R030"," 고혈압의 진단 없이 혈압수치 상승 ","1","1","2"
"질병","R040"," 코피 ","14","3","17"
"질병","R042"," 객혈 ","8","5","13"
"질병","R05"," 기침 ","","1","1"
"질병","R060"," 호흡곤란 ","1","2","3"
"질병","R066"," 딸꾹질 ","4","1","5"
"질병","R068"," 기타 및 상세불명의 호흡이상 ","1","2","3"
"질병","R073"," 기타 흉통 ","2","2","4"
"질병","R074"," 상세불명의 흉통 ","15","4","19"
"질병","R090"," 질식 ","1","1","2"
"질병","R093"," 이상가래 ","2","","2"
"질병","R1012"," 명치통증 ","3","1","4"
"질병","R1019"," 상세불명의 상복부통증 ","1","","1"
"질병","R102"," 골반 및 회음부 통증 ","","2","2"
"질병","R1031"," 좌하복부통증 ","1","","1"
"질병","R1039"," 상세불명의 하복부통증 ","","1","1"
"질병","R1049"," 상세불명의 복통 ","1","2","3"
"질병","R111"," 구역 ","2","1","3"
"질병","R112"," 구토 ","","2","2"
"질병","R113"," 구토를 동반한 구역 ","1","1","2"
"질병","R12"," 속쓰림 ","","2","2"
"질병","R13"," 삼킴곤란 ","113","91","204"
"질병","R14"," 고창 및 연관된 병태 ","1","","1"
"질병","R15"," 대변실금 ","5","1","6"
"질병","R161"," 달리 분류되지 않은 비장비대 ","1","","1"
"질병","R170"," 황달을 동반한 달리 분류되지 않은 과빌리루빈혈증 ","1","","1"
"질병","R179"," 황달을 동반하지 않은 달리 분류되지 않은 과빌리루빈혈증 ","3","1","4"
"질병","R18"," 복수 ","24","19","43"
"질병","R190"," 복강내 및 골반의 부기, 종괴 및 덩이 ","","2","2"
"질병","R202"," 피부의 지각이상 ","2","7","9"
"질병","R208"," 기타 및 상세불명의 피부감각장애 ","1","","1"
"질병","R21"," 발진 및 기타 비특이성 피부발진 ","2","1","3"
"질병","R220"," 머리의 국소적 부기, 종괴 및 덩이 ","","2","2"
"질병","R221"," 목의 국소적 부기, 종괴 및 덩이 ","1","4","5"
"질병","R222"," 몸통의 국소적 부기, 종괴 및 덩이 ","1","","1"
"질병","R223"," 팔의 국소적 부기, 종괴 및 덩이 ","1","","1"
"질병","R224"," 다리의 국소적 부기, 종괴 및 덩이 ","","1","1"
"질병","R229"," 상세불명의 국소적 부기, 종괴 및 덩이 ","","1","1"
"질병","R233"," 자발반출혈 ","2","1","3"
"질병","R234"," 피부조직의 변화 ","1","","1"
"질병","R238"," 기타 및 상세불명의 피부변화 ","7","3","10"
"질병","R251"," 상세불명의 떨림 ","8","","8"
"질병","R252"," 경련 및 연축 ","4","","4"
"질병","R253"," 다발수축 ","1","","1"
"질병","R258"," 기타 및 상세불명의 이상 불수의운동 ","","1","1"
"질병","R262"," 달리 분류되지 않은 걷기장애 ","5","3","8"
"질병","R268"," 보행 및 이동의 기타 및 상세불명 이상 ","99","56","155"
"질병","R298"," 신경계통 및 근골격계통의 기타 및 상세불명의 증상 및 징후 ","2","2","4"
"질병","R300"," 배뇨통 ","3","1","4"
"질병","R309"," 상세불명의 배뇨통 ","","1","1"
"질병","R310"," 육안적 혈뇨 ","13","11","24"
"질병","R311"," 현미경적 혈뇨 ","1","1","2"
"질병","R318"," 기타 및 상세불명의 혈뇨 ","11","19","30"
"질병","R32"," 상세불명의 요실금 ","9","12","21"
"질병","R33"," 소변정체 ","9","12","21"
"질병","R34"," 무뇨 및 핍뇨 ","2","2","4"
"질병","R350"," 빈번한 배뇨 ","19","21","40"
"질병","R351"," 야간다뇨 ","10","1","11"
"질병","R352"," 기타 야간뇨 ","13","8","21"
"질병","R358"," 기타 및 상세불명의 다뇨 ","","1","1"
"질병","R391"," 기타 배뇨곤란 ","27","34","61"
"질병","R398"," 비뇨계통의 기타 및 상세불명의 증상 및 징후 ","10","14","24"
"질병","R401"," 혼미 ","1","1","2"
"질병","R410"," 상세불명의 지남력장애 ","2","","2"
"질병","R413"," 기타 기억상실 ","","1","1"
"질병","R418"," 인지기능 및 자각에 관련된 기타 및 상세불명의 증상 및 징후 ","3","3","6"
"질병","R42"," 어지럼증 및 어지럼 ","20","18","38"
"질병","R430"," 무후각증 ","1","","1"
"질병","R441"," 환시 ","1","","1"
"질병","R448"," 일반적 감각 및 지각에 관련된 기타 및 상세불명의 증상 및 징후 ","1","1","2"
"질병","R470"," 언어장애 및 실어증(失語症) ","17","9","26"
"질병","R471"," 구음장애 및 무조음증 ","21","17","38"
"질병","R502"," 약물유발 열 ","","3","3"
"질병","R508"," 기타 명시된 열 ","5","1","6"
"질병","R5090"," 불명열[FUO] ","5","2","7"
